% isAttack normal:	1333
% isAttack attack:	2592
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,18,24,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_srv_count numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {normal,attack}

@data
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,7,0,attack
OTH,34,0,attack
OTH,41,0,attack
OTH,33,0,attack
OTH,20,0,attack
OTH,19,0,attack
OTH,25,0,attack
OTH,34,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,16,0,attack
OTH,34,0,attack
OTH,41,0,attack
OTH,33,0,attack
OTH,37,0,attack
OTH,21,0,attack
OTH,41,0,attack
OTH,33,0,attack
OTH,42,0,attack
OTH,28,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,40,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,30,0,attack
OTH,26,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,11,0,attack
OTH,26,0,attack
OTH,34,0,attack
OTH,31,0,attack
OTH,29,0,attack
OTH,24,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,23,0,attack
OTH,21,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,34,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,8,0,attack
OTH,33,0,attack
OTH,41,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,33,0,attack
OTH,41,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,42,0,attack
OTH,11,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,13,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,22,0,attack
OTH,40,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,10,0,attack
OTH,13,0,attack
OTH,42,0,attack
OTH,42,0,attack
OTH,40,0,attack
OTH,33,0,attack
OTH,43,0,attack
OTH,41,0,attack
OTH,42,0,attack
OTH,33,0,attack
OTH,42,0,attack
OTH,38,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,29,0,attack
OTH,33,0,attack
OTH,32,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,37,0,attack
OTH,37,0,attack
OTH,30,0,attack
OTH,28,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,32,0,attack
OTH,28,0,attack
OTH,42,0,attack
OTH,36,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,34,0,attack
OTH,33,0,attack
OTH,41,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,40,0,attack
OTH,33,0,attack
OTH,17,0,attack
OTH,24,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,38,0,attack
OTH,42,0,attack
OTH,14,0,attack
OTH,40,0,attack
OTH,37,0,attack
OTH,31,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,24,0,attack
OTH,21,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,23,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,25,0,attack
OTH,42,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,41,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,36,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,34,0,attack
OTH,33,0,attack
OTH,11,0,attack
OTH,33,0,attack
OTH,25,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,42,0,attack
OTH,33,0,attack
OTH,42,0,attack
OTH,24,0,attack
OTH,33,0,attack
OTH,30,0,attack
OTH,33,0,attack
OTH,22,0,attack
OTH,24,0,attack
OTH,33,0,attack
OTH,24,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,42,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,38,0,attack
OTH,34,0,attack
OTH,33,0,attack
OTH,34,0,attack
OTH,40,0,attack
OTH,38,0,attack
OTH,41,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,38,0,attack
OTH,23,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S1,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
S3,84,1,attack
S3,99,1,attack
OTH,42,0,attack
S3,98,1,attack
OTH,19,0,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,39,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,33,0.03,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,99,0,attack
OTH,99,0,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
RSTO,100,0,attack
S3,99,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,94,0.97,attack
S3,100,1,attack
S3,100,1,attack
OTH,100,0,attack
S3,100,0.74,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
RSTO,100,0,attack
RSTO,100,0,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
S3,98,1,attack
OTH,29,0,attack
OTH,46,0,attack
RSTO,100,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,67,1,attack
OTH,40,0,attack
OTH,33,0,attack
OTH,42,0,attack
S1,100,1,attack
S3,33,1,attack
OTH,33,0,attack
S3,100,1,attack
RSTO,100,0,attack
S1,100,1,attack
RSTO,100,0,attack
OTH,33,0,attack
S3,100,1,attack
OTH,38,0,attack
S3,100,1,attack
RSTO,100,0,attack
RSTO,100,0,attack
RSTO,100,0,attack
S3,81,1,attack
RSTO,100,0,attack
OTH,100,0,attack
S3,100,1,attack
S3,100,0.17,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,92,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S1,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,7,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,45,0,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,18,1,attack
OTH,33,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,33,0,attack
S3,100,1,attack
OTH,31,0,attack
OTH,40,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,34,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,0.12,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
S3,98,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
OTH,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,69,0,attack
OTH,35,0,attack
S3,100,0.75,attack
OTH,39,0,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,29,0,attack
OTH,100,0,attack
OTH,99,0,attack
OTH,41,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,100,0,attack
OTH,33,0,attack
OTH,92,0,attack
S3,98,1,attack
S3,100,1,attack
RSTO,100,0,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,31,0,attack
OTH,33,0,attack
S3,100,0.19,attack
OTH,23,0,attack
S3,100,1,attack
OTH,31,0,attack
S3,100,1,attack
S1,100,1,attack
OTH,33,0,attack
S3,100,1,attack
OTH,31,0,attack
OTH,37,0,attack
OTH,27,0,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,13,1,attack
S1,100,1,attack
S3,100,1,attack
OTH,33,0,attack
S1,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,5,0,attack
S3,83,1,attack
OTH,33,0,attack
OTH,100,0,attack
OTH,23,0,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,90,0.93,attack
S3,79,1,attack
S3,100,1,attack
S3,100,0.43,attack
S3,100,1,attack
S3,100,0.58,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,94,1,attack
S3,100,1,attack
S3,98,1,attack
OTH,33,0,attack
S3,100,1,attack
OTH,29,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,25,0,attack
S3,100,1,attack
OTH,98,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
OTH,34,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,42,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,88,0,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
S1,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,98,1,attack
S3,100,1,attack
S3,100,1,attack
S1,100,1,attack
OTH,33,0,attack
S3,100,1,attack
OTH,31,0,attack
OTH,33,0,attack
S3,20,1,attack
S3,98,1,attack
OTH,98,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,21,0,attack
S3,100,1,attack
OTH,98,0,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,75,0.16,attack
OTH,98,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,29,0,attack
S3,100,1,attack
OTH,33,0,attack
RSTO,100,0,attack
S3,99,1,attack
S3,52,1,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,98,1,attack
OTH,58,0,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
RSTO,100,0,attack
OTH,33,0,attack
OTH,33,0,attack
S3,3,1,attack
S3,73,0.81,attack
RSTO,100,0,attack
RSTO,100,0,attack
S3,100,1,attack
RSTO,100,0,attack
S3,71,0.04,attack
S3,100,0.55,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,42,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,99,1,attack
S3,100,1,attack
OTH,99,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,0.46,attack
S3,65,1,attack
S3,75,1,attack
OTH,16,0,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,70,1,attack
OTH,33,0,attack
S3,45,0.42,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,15,1,attack
S3,100,1,attack
S3,100,1,attack
S3,99,1,attack
S3,100,1,attack
OTH,65,0,attack
S3,100,1,attack
OTH,4,0,attack
S1,100,1,attack
OTH,9,0,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,94,0,attack
OTH,32,0,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
OTH,89,0,attack
S3,64,1,attack
OTH,27,0,attack
OTH,31,0,attack
S3,100,1,attack
S3,97,0.46,attack
S3,99,1,attack
S3,100,1,attack
S3,100,1,attack
S3,53,0.55,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,33,0,attack
S1,100,1,attack
S3,100,1,attack
OTH,33,0,attack
OTH,42,0,attack
S3,99,1,attack
S3,93,0.37,attack
S3,100,1,attack
OTH,32,0,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,88,0.93,attack
S3,44,1,attack
OTH,28,0,attack
OTH,96,0,attack
OTH,33,0,attack
OTH,94,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,19,0,attack
OTH,24,0,attack
OTH,33,0,attack
OTH,22,0,attack
OTH,34,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,38,1,attack
OTH,33,0,attack
S3,72,1,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
S3,81,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,31,0,attack
RSTO,100,0,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,98,1,attack
OTH,100,0,attack
S3,98,1,attack
RSTO,100,0,attack
OTH,33,0,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,34,0,attack
RSTO,100,0,attack
S3,100,1,attack
S3,98,1,attack
S1,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,71,0.06,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
OTH,28,0,attack
S3,100,1,attack
OTH,28,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,98,0,attack
S3,31,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,98,0,attack
RSTO,100,0,attack
OTH,33,0,attack
S3,100,0.78,attack
RSTO,100,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,41,0.29,attack
RSTO,100,0,attack
S3,92,1,attack
OTH,33,0,attack
OTH,33,0,attack
S1,100,1,attack
OTH,31,0,attack
OTH,41,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,30,0,attack
OTH,4,0,attack
OTH,33,0,attack
OTH,33,0,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,0.84,attack
S3,100,1,attack
OTH,96,0,attack
OTH,72,0,attack
OTH,41,0,attack
OTH,59,0,attack
S1,100,1,attack
S3,100,1,attack
S1,100,1,attack
OTH,0,0,attack
S3,100,1,attack
OTH,34,0,attack
S3,100,1,attack
OTH,10,0,attack
S1,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,64,1,attack
OTH,32,0,attack
OTH,34,0,attack
S1,100,1,attack
OTH,31,0,attack
RSTO,100,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,33,0,attack
S3,98,1,attack
OTH,33,0,attack
OTH,100,0,attack
S3,100,0.53,attack
S3,14,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
OTH,17,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,100,0,attack
S3,54,0.57,attack
S3,100,1,attack
OTH,98,0,attack
OTH,33,0,attack
S3,100,1,attack
OTH,100,0,attack
S3,100,1,attack
OTH,34,0,attack
S3,61,1,attack
S3,99,1,attack
OTH,34,0,attack
S3,100,1,attack
OTH,71,0,attack
OTH,33,0,attack
OTH,33,0,attack
S3,100,1,attack
OTH,32,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,99,1,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,98,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,0.67,attack
S3,99,1,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,94,0,attack
OTH,25,0,attack
OTH,30,0,attack
S3,100,1,attack
S3,100,1,attack
S3,99,1,attack
OTH,21,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,0.99,attack
OTH,14,0,attack
OTH,34,0,attack
S3,99,1,attack
S3,89,0.93,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,57,0.61,attack
S3,100,1,attack
S3,100,1,attack
OTH,29,0,attack
OTH,30,0,attack
OTH,32,0,attack
S3,100,0,attack
S3,100,1,attack
OTH,94,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
RSTO,100,0,attack
S3,100,1,attack
S1,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
OTH,33,0,attack
OTH,32,0,attack
OTH,33,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,16,0,attack
RSTO,100,0,attack
S3,100,1,attack
OTH,21,0,attack
S3,100,1,attack
S3,71,0.07,attack
S3,100,1,attack
OTH,98,0,attack
S3,98,1,attack
OTH,33,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,35,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,83,0.89,attack
OTH,20,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,80,1,attack
S3,100,1,attack
OTH,100,0,attack
S3,100,1,attack
S3,100,1,attack
OTH,31,0,attack
S3,99,1,attack
RSTO,100,0,attack
OTH,33,0,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,100,1,attack
S3,76,0.17,attack
OTH,20,0,attack
S3,100,1,attack
S3,99,1,attack
OTH,13,0,attack
OTH,38,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,33,0,attack
OTH,36,0,attack
S3,100,1,attack
OTH,71,0,attack
OTH,74,0,attack
OTH,66,0,attack
OTH,67,0,attack
OTH,68,0,attack
S3,52,0.54,attack
OTH,68,0,attack
OTH,74,0,attack
S3,100,1,attack
OTH,66,0,attack
OTH,67,0,attack
OTH,76,0,attack
OTH,69,0,attack
OTH,69,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,77,0,attack
OTH,69,0,attack
RSTO,100,0,attack
OTH,74,0,attack
OTH,67,0,attack
OTH,64,0,attack
OTH,70,0,attack
OTH,65,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,69,0,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,77,0,attack
OTH,65,0,attack
OTH,71,0,attack
OTH,71,0,attack
OTH,71,0,attack
OTH,72,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,76,0,attack
OTH,66,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,53,0,attack
OTH,70,0,attack
OTH,75,0,attack
OTH,71,0,attack
OTH,70,0,attack
OTH,75,0,attack
OTH,63,0,attack
OTH,70,0,attack
OTH,63,0,attack
OTH,71,0,attack
S3,45,1,attack
OTH,72,0,attack
OTH,69,0,attack
OTH,66,0,attack
OTH,71,0,attack
OTH,71,0,attack
OTH,65,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,77,0,attack
OTH,76,0,attack
OTH,66,0,attack
OTH,69,0,attack
OTH,66,0,attack
OTH,65,0,attack
OTH,100,0,attack
OTH,71,0,attack
OTH,68,0,attack
OTH,75,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,49,0,attack
OTH,69,0,attack
OTH,68,0,attack
S3,67,0.76,attack
OTH,67,0,attack
OTH,69,0,attack
OTH,73,0,attack
OTH,76,0,attack
OTH,65,0,attack
OTH,72,0,attack
OTH,79,0,attack
OTH,33,0,attack
OTH,69,0,attack
