% isAttack normal:	571
% isAttack attack:	3229
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,3,18,27'

@attribute duration numeric
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,attack}

@data
0,RSTO,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,235,normal
0,SF,255,normal
0,SF,255,normal
0,SF,237,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,58,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
43,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,118,normal
0,REJ,242,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,252,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,198,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,19,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,247,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,26,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,133,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,237,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,33,normal
0,SF,255,normal
0,SF,42,normal
0,REJ,19,normal
0,REJ,245,normal
0,SF,255,normal
0,REJ,247,normal
0,SF,255,normal
0,SF,219,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,168,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,252,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,247,normal
0,SF,255,normal
0,S0,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,231,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,249,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,254,normal
0,REJ,195,normal
0,REJ,253,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,251,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,85,normal
0,SF,10,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,151,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,46,normal
0,SF,255,normal
0,REJ,247,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,103,normal
0,SF,255,normal
0,S0,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,102,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,253,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,239,normal
0,SF,255,normal
0,SF,255,normal
0,SF,163,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,241,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,179,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,196,normal
0,SF,255,normal
0,SF,255,normal
0,SF,254,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,99,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,251,normal
0,SF,255,normal
272,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,214,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,S2,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
2,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
1,S2,248,normal
0,SF,245,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,245,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,165,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,S1,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,146,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,252,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,108,normal
0,REJ,165,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,119,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,2,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,131,normal
0,SF,41,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,247,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,242,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,189,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,191,normal
0,SF,255,normal
0,SF,255,normal
0,SF,254,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,SF,24,normal
0,SF,255,normal
0,SF,255,normal
0,REJ,188,normal
0,SF,255,normal
0,REJ,47,normal
0,SF,255,normal
0,SF,255,normal
96,SF,244,normal
0,SF,255,normal
0,SF,255,normal
0,SF,255,normal
0,OTH,75,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,67,attack
0,OTH,71,attack
0,OTH,71,attack
0,OTH,64,attack
0,OTH,65,attack
0,OTH,64,attack
0,OTH,66,attack
0,OTH,57,attack
0,OTH,70,attack
0,OTH,65,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,76,attack
0,OTH,66,attack
0,OTH,71,attack
0,OTH,68,attack
0,OTH,63,attack
0,OTH,70,attack
0,OTH,69,attack
0,OTH,71,attack
0,OTH,66,attack
0,OTH,68,attack
0,OTH,69,attack
0,OTH,65,attack
0,OTH,62,attack
0,OTH,72,attack
0,OTH,67,attack
0,OTH,76,attack
0,OTH,66,attack
0,OTH,68,attack
0,OTH,65,attack
0,OTH,13,attack
0,OTH,64,attack
0,OTH,74,attack
0,OTH,80,attack
0,OTH,71,attack
0,OTH,69,attack
0,OTH,69,attack
0,OTH,74,attack
0,OTH,67,attack
0,OTH,69,attack
0,OTH,68,attack
0,OTH,66,attack
0,OTH,73,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,76,attack
0,OTH,71,attack
0,OTH,75,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,74,attack
0,OTH,70,attack
0,OTH,74,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,71,attack
0,OTH,75,attack
0,OTH,71,attack
0,OTH,76,attack
0,OTH,73,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,69,attack
0,OTH,68,attack
0,OTH,70,attack
0,OTH,68,attack
0,OTH,64,attack
0,OTH,69,attack
0,OTH,62,attack
0,OTH,65,attack
0,OTH,68,attack
0,OTH,74,attack
0,OTH,68,attack
0,OTH,67,attack
0,OTH,69,attack
0,OTH,70,attack
0,OTH,67,attack
0,OTH,67,attack
0,OTH,65,attack
0,OTH,71,attack
0,OTH,69,attack
0,OTH,72,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,69,attack
0,OTH,75,attack
0,OTH,64,attack
0,OTH,71,attack
0,OTH,65,attack
0,OTH,61,attack
0,OTH,63,attack
0,OTH,64,attack
0,OTH,66,attack
0,OTH,66,attack
0,OTH,67,attack
0,OTH,75,attack
0,OTH,74,attack
0,OTH,64,attack
0,OTH,75,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,72,attack
0,OTH,71,attack
0,OTH,65,attack
0,OTH,67,attack
0,OTH,67,attack
0,OTH,69,attack
0,OTH,68,attack
0,OTH,69,attack
0,OTH,72,attack
0,OTH,64,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,66,attack
0,OTH,73,attack
0,OTH,68,attack
0,OTH,71,attack
0,OTH,77,attack
0,OTH,68,attack
0,OTH,68,attack
0,OTH,65,attack
0,OTH,66,attack
0,OTH,66,attack
0,OTH,72,attack
0,OTH,67,attack
0,OTH,64,attack
0,OTH,73,attack
0,OTH,69,attack
0,OTH,67,attack
0,OTH,71,attack
0,OTH,73,attack
0,OTH,76,attack
0,OTH,74,attack
0,OTH,72,attack
0,OTH,72,attack
0,OTH,73,attack
0,OTH,69,attack
0,OTH,67,attack
0,OTH,73,attack
0,OTH,68,attack
0,OTH,75,attack
0,OTH,71,attack
0,OTH,71,attack
0,OTH,68,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,65,attack
0,OTH,69,attack
0,OTH,68,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,69,attack
0,OTH,71,attack
0,OTH,74,attack
0,OTH,65,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,53,attack
0,OTH,67,attack
0,OTH,71,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,67,attack
0,OTH,67,attack
0,OTH,71,attack
0,OTH,71,attack
0,OTH,71,attack
0,OTH,76,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,66,attack
0,OTH,68,attack
0,OTH,71,attack
0,OTH,67,attack
0,OTH,65,attack
0,OTH,64,attack
0,OTH,73,attack
0,OTH,72,attack
0,OTH,67,attack
0,OTH,66,attack
0,OTH,72,attack
0,OTH,67,attack
0,OTH,66,attack
0,OTH,68,attack
0,OTH,66,attack
0,OTH,74,attack
0,OTH,65,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,69,attack
0,OTH,65,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,68,attack
0,OTH,72,attack
0,OTH,66,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,64,attack
0,OTH,67,attack
0,OTH,60,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,75,attack
0,OTH,81,attack
0,OTH,68,attack
0,OTH,74,attack
0,OTH,72,attack
0,OTH,69,attack
0,OTH,68,attack
0,OTH,69,attack
0,OTH,67,attack
0,OTH,69,attack
0,OTH,65,attack
0,OTH,70,attack
0,OTH,66,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,63,attack
0,OTH,71,attack
0,OTH,62,attack
0,OTH,67,attack
0,OTH,67,attack
0,OTH,63,attack
0,OTH,67,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,73,attack
0,OTH,51,attack
0,OTH,69,attack
0,OTH,68,attack
0,OTH,76,attack
0,OTH,69,attack
0,OTH,73,attack
0,OTH,70,attack
0,OTH,62,attack
0,OTH,79,attack
0,OTH,65,attack
0,OTH,65,attack
0,OTH,76,attack
0,OTH,69,attack
0,OTH,64,attack
0,OTH,70,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,68,attack
0,OTH,52,attack
0,OTH,74,attack
0,OTH,69,attack
0,OTH,72,attack
0,OTH,73,attack
0,OTH,65,attack
0,OTH,70,attack
0,OTH,66,attack
0,OTH,70,attack
0,OTH,68,attack
0,OTH,77,attack
0,OTH,67,attack
0,OTH,74,attack
0,OTH,70,attack
0,OTH,69,attack
0,OTH,70,attack
0,OTH,63,attack
0,OTH,70,attack
0,OTH,74,attack
0,OTH,71,attack
0,OTH,65,attack
0,OTH,72,attack
0,OTH,71,attack
0,OTH,72,attack
0,OTH,74,attack
0,OTH,70,attack
0,OTH,62,attack
0,OTH,65,attack
0,OTH,72,attack
0,OTH,71,attack
0,OTH,73,attack
0,OTH,73,attack
0,OTH,69,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,67,attack
0,OTH,77,attack
0,OTH,74,attack
0,OTH,72,attack
0,OTH,72,attack
0,OTH,68,attack
0,OTH,73,attack
0,OTH,69,attack
0,OTH,69,attack
0,OTH,68,attack
0,OTH,63,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,64,attack
0,OTH,69,attack
0,OTH,65,attack
0,OTH,65,attack
0,OTH,69,attack
0,OTH,73,attack
0,OTH,68,attack
0,OTH,69,attack
0,OTH,65,attack
0,OTH,72,attack
0,OTH,75,attack
0,OTH,69,attack
0,OTH,65,attack
0,OTH,67,attack
0,OTH,76,attack
0,OTH,68,attack
0,OTH,72,attack
0,OTH,70,attack
0,OTH,66,attack
0,OTH,66,attack
0,OTH,66,attack
0,OTH,63,attack
0,OTH,68,attack
0,OTH,62,attack
0,OTH,76,attack
0,OTH,64,attack
0,OTH,72,attack
0,OTH,78,attack
0,OTH,73,attack
0,OTH,68,attack
0,OTH,65,attack
0,OTH,72,attack
0,OTH,69,attack
0,OTH,59,attack
0,OTH,76,attack
0,OTH,66,attack
0,OTH,70,attack
0,OTH,72,attack
0,OTH,66,attack
0,OTH,72,attack
0,OTH,68,attack
0,OTH,68,attack
0,OTH,63,attack
0,OTH,68,attack
0,OTH,75,attack
0,OTH,68,attack
0,OTH,68,attack
0,OTH,71,attack
0,OTH,71,attack
0,OTH,66,attack
0,OTH,70,attack
0,OTH,62,attack
0,OTH,70,attack
0,OTH,76,attack
0,OTH,74,attack
0,OTH,65,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,66,attack
0,OTH,66,attack
0,OTH,67,attack
0,OTH,66,attack
0,OTH,66,attack
0,OTH,73,attack
0,OTH,77,attack
0,OTH,65,attack
0,OTH,68,attack
0,OTH,71,attack
0,OTH,66,attack
0,OTH,74,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,62,attack
0,OTH,72,attack
0,OTH,65,attack
0,OTH,68,attack
0,OTH,73,attack
0,OTH,68,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,74,attack
0,OTH,74,attack
0,OTH,70,attack
0,OTH,73,attack
0,OTH,74,attack
0,OTH,68,attack
0,OTH,68,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,58,attack
0,OTH,73,attack
0,OTH,68,attack
0,OTH,64,attack
0,OTH,68,attack
0,OTH,75,attack
0,OTH,68,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,74,attack
0,OTH,70,attack
0,OTH,74,attack
0,OTH,64,attack
0,OTH,74,attack
0,OTH,73,attack
0,OTH,56,attack
0,OTH,72,attack
0,OTH,75,attack
0,OTH,72,attack
0,OTH,68,attack
0,OTH,65,attack
0,OTH,67,attack
0,OTH,64,attack
0,OTH,77,attack
0,OTH,66,attack
0,OTH,67,attack
0,OTH,67,attack
0,OTH,76,attack
0,OTH,69,attack
0,OTH,76,attack
0,OTH,67,attack
0,OTH,64,attack
0,OTH,64,attack
0,OTH,68,attack
0,OTH,71,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,69,attack
0,OTH,66,attack
0,OTH,76,attack
0,OTH,67,attack
0,OTH,73,attack
0,OTH,66,attack
0,OTH,63,attack
0,OTH,67,attack
0,OTH,69,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,66,attack
0,OTH,62,attack
0,OTH,67,attack
0,OTH,71,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,69,attack
0,OTH,69,attack
0,OTH,75,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,64,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,66,attack
0,OTH,70,attack
0,OTH,72,attack
0,OTH,76,attack
0,OTH,75,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,64,attack
0,OTH,69,attack
0,OTH,57,attack
0,OTH,65,attack
0,OTH,65,attack
0,OTH,72,attack
0,OTH,62,attack
0,OTH,69,attack
0,OTH,66,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,71,attack
0,OTH,75,attack
0,OTH,67,attack
0,OTH,76,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,69,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,69,attack
0,OTH,71,attack
0,OTH,65,attack
0,OTH,66,attack
0,OTH,78,attack
0,OTH,69,attack
0,OTH,65,attack
0,OTH,71,attack
0,OTH,69,attack
0,OTH,71,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,66,attack
0,OTH,70,attack
0,OTH,68,attack
0,OTH,78,attack
0,OTH,70,attack
0,OTH,74,attack
0,OTH,70,attack
0,OTH,73,attack
0,OTH,65,attack
0,OTH,66,attack
0,OTH,66,attack
0,OTH,68,attack
0,OTH,72,attack
0,OTH,73,attack
0,OTH,69,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,70,attack
0,OTH,62,attack
0,OTH,71,attack
0,OTH,65,attack
0,OTH,71,attack
0,OTH,77,attack
0,OTH,72,attack
0,OTH,71,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,74,attack
0,OTH,68,attack
0,OTH,69,attack
0,OTH,73,attack
0,OTH,63,attack
0,OTH,69,attack
0,OTH,68,attack
0,OTH,68,attack
0,OTH,72,attack
0,OTH,75,attack
0,OTH,67,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,72,attack
0,OTH,70,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,73,attack
0,OTH,66,attack
0,OTH,76,attack
0,OTH,75,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,69,attack
0,OTH,71,attack
0,OTH,68,attack
0,OTH,65,attack
0,OTH,70,attack
0,OTH,67,attack
0,OTH,75,attack
0,OTH,67,attack
0,OTH,77,attack
0,OTH,73,attack
0,OTH,62,attack
0,OTH,68,attack
0,OTH,65,attack
0,OTH,66,attack
0,OTH,75,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,70,attack
0,OTH,67,attack
0,OTH,73,attack
0,OTH,69,attack
0,OTH,70,attack
0,OTH,71,attack
0,OTH,69,attack
0,OTH,74,attack
0,OTH,65,attack
0,OTH,76,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,66,attack
0,OTH,70,attack
0,OTH,67,attack
0,OTH,72,attack
0,OTH,69,attack
0,OTH,69,attack
0,OTH,63,attack
0,OTH,67,attack
0,OTH,71,attack
0,OTH,74,attack
0,OTH,67,attack
0,OTH,74,attack
0,OTH,74,attack
0,OTH,68,attack
0,OTH,68,attack
0,OTH,73,attack
0,OTH,74,attack
0,OTH,71,attack
0,OTH,63,attack
0,OTH,68,attack
0,OTH,62,attack
0,OTH,71,attack
0,OTH,68,attack
0,OTH,65,attack
0,OTH,69,attack
0,OTH,67,attack
0,OTH,76,attack
0,OTH,65,attack
0,OTH,69,attack
0,OTH,77,attack
0,OTH,74,attack
0,OTH,61,attack
0,OTH,64,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,82,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,46,attack
0,OTH,66,attack
0,OTH,68,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,65,attack
0,OTH,67,attack
0,OTH,73,attack
0,OTH,66,attack
0,OTH,68,attack
0,OTH,72,attack
0,OTH,72,attack
0,OTH,74,attack
0,OTH,79,attack
0,OTH,69,attack
0,OTH,70,attack
0,OTH,72,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,68,attack
0,OTH,70,attack
0,OTH,67,attack
0,OTH,70,attack
0,OTH,66,attack
0,OTH,72,attack
0,OTH,63,attack
0,OTH,69,attack
0,OTH,71,attack
0,OTH,73,attack
0,OTH,67,attack
0,OTH,68,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,70,attack
0,OTH,68,attack
0,OTH,66,attack
0,OTH,68,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,68,attack
0,OTH,66,attack
0,OTH,71,attack
0,OTH,70,attack
0,OTH,75,attack
0,OTH,70,attack
0,OTH,72,attack
0,OTH,74,attack
0,OTH,73,attack
0,OTH,70,attack
0,OTH,67,attack
0,OTH,69,attack
0,OTH,80,attack
0,OTH,76,attack
0,OTH,71,attack
0,OTH,73,attack
0,OTH,74,attack
0,OTH,65,attack
0,OTH,67,attack
0,OTH,69,attack
0,OTH,61,attack
0,OTH,68,attack
0,OTH,74,attack
0,OTH,76,attack
0,OTH,52,attack
